577,38;582,41
729,38;733,41
887,47;902,49
906,47;911,49
606,70;629,72
856,79;881,88
903,79;914,88
925,79;934,85
854,128;869,156
614,138;618,176
421,160;426,167
743,166;745,167
876,177;878,178
1020,182;1023,214
595,193;595,195
185,198;199,201
621,268;629,310
400,273;428,285
399,287;433,310
329,291;358,304
752,295;757,300
820,306;820,311
734,307;741,312
681,308;691,311
586,314;623,320
716,314;718,319
746,315;791,320
458,317;459,319
704,317;715,320
390,323;408,332
657,369;660,373
331,373;357,395
401,376;404,381
401,383;404,396
400,401;405,419
410,417;413,419
847,435;849,437
765,442;769,444
811,442;822,445
1005,443;1011,448
965,455;967,457
969,457;977,462
470,459;484,474
977,475;981,479
409,481;413,485
720,482;723,485
950,484;954,487
983,486;984,486
420,491;430,502
422,508;430,513
959,516;967,523
883,542;889,547
983,556;984,558
1022,557;1023,561
1011,559;1020,565
940,560;944,563
895,566;899,569
968,566;971,568
932,572;939,575
981,572;987,577
890,574;895,578
955,575;959,579
883,581;890,589
895,587;899,593
925,590;928,596
211,603;219,612
730,607;734,609
670,612;684,616
687,612;695,616
698,616;701,618
593,618;596,622
670,618;673,621
567,619;571,622
561,637;565,644
950,638;958,644
565,640;569,644
946,642;950,645
957,649;960,652
748,660;760,675
794,662;806,680
762,665;776,681
940,682;944,686
698,691;701,695
950,712;953,715
637,721;653,730
755,730;763,740
32,742;66,789
411,743;422,760
748,748;764,760
729,751;744,761
657,752;660,762
588,757;591,760
68,759;76,765
423,760;424,766
155,761;157,763
554,762;563,767
590,764;595,768
153,765;160,769
219,765;233,784
675,767;679,770
938,769;942,773
745,774;752,778
943,777;947,780
577,778;583,782
726,786;728,790
954,797;956,801
832,798;835,800
900,799;906,804
954,803;957,808
916,805;918,809
574,806;578,809
830,806;840,809
900,806;905,808
905,808;907,809
846,811;855,815
898,816;914,822
453,818;464,823
858,818;862,821
927,824;931,827
919,825;929,838
917,834;920,836
913,836;916,839
721,847;728,851
746,848;748,850
982,859;988,866
954,896;979,931
862,900;867,902
908,925;913,928
919,925;929,929
931,928;933,930
999,928;1001,930
539,1274;546,1275
